DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades 3K-PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,2018-19 ELA # Tested,2018-19 ELA # Proficient (L3&4),2018-19 ELA % Proficient (L3&4),2018-19 Math # Tested,2018-19 Math # Proficient (L3&4),2018-19 Math % Proficient (L3&4),2018-19 Total 4-year August Grad Cohort,2018-19 % 4-year August Graduates,2018-19 Total 6-year Grad Cohort,2018-19 % 6-year Graduates
27Q309,27,Academy of Medical Technology: A College Board School,false,Q465,false,671,0,248,423,0.045,0.395,0.492,0.025,0.043,0.165,0.179,0.844,220,69,31.4%,205,31,15.1%,113,67.3%,87,79.3%
27Q314,27,Epic High School - South,false,Q226,false,412,0,0,412,0.265,0.267,0.301,0.114,0.053,0.189,0.075,0.748,,,,,,,88,83.0%,s,s
27Q317,27,Waterside Children's Studio School,false,Q225,false,509,509,0,0,0.047,0.22,0.468,0.047,0.218,0.193,0.1,0.67,227,119,52.4%,229,122,53.3%,,,,
27Q318,27,Waterside School For Leadership,false,Q225,false,223,0,223,0,0.045,0.52,0.327,0.04,0.067,0.265,0.072,0.879,226,84,37.2%,219,57,26.0%,,,,
27Q319,27,Village Academy,false,Q053,false,371,0,371,0,0.022,0.523,0.437,0.011,0.008,0.27,0.146,0.83,363,99,27.3%,376,102,27.1%,,,,
27Q324,27,Rockaway Park High School for Environmental Sustainability,false,Q410,false,288,0,0,288,0.021,0.455,0.382,0.038,0.104,0.319,0.132,0.882,,,,,,,95,73.7%,66,80.3%
27Q333,27,Goldie Maple Academy,false,Q198,false,414,306,108,0,0.031,0.693,0.208,0.041,0.027,0.121,0.007,0.708,215,102,47.4%,205,57,27.8%,,,,
27Q351,27,Rockaway Collegiate High School,false,Q410,false,327,0,0,327,0.018,0.544,0.358,0.012,0.067,0.281,0.122,0.899,,,,,,,81,64.2%,68,72.1%
27Q377,27,P.S. 377,false,Q335,false,343,343,0,0,0.239,0.099,0.507,0.061,0.093,0.114,0.07,0.618,,,,,,,,,,
27Q400,27,August Martin High School,false,Q400,false,374,0,0,374,0.128,0.62,0.174,0.061,0.016,0.23,0.051,0.84,,,,,,,55,85.5%,120,70.0%
27Q475,27,Richmond Hill High School,false,Q475,false,1613,0,0,1613,0.298,0.129,0.475,0.059,0.04,0.151,0.196,0.808,,,,,,,465,68.0%,498,74.5%
27Q480,27,John Adams High School,false,Q480,false,2492,0,0,2492,0.369,0.249,0.321,0.029,0.031,0.138,0.123,0.796,,,,,,,555,81.8%,586,78.0%
27Q650,27,"High School for Construction Trades, Engineering and Architecture",false,Q650,false,1093,0,0,1093,0.328,0.082,0.369,0.108,0.113,0.169,0.016,0.706,,,,,,,237,98.3%,230,98.7%
28Q008,28,J.H.S. 008 Richard S. Grossley,false,Q008,false,447,0,447,0,0.197,0.385,0.324,0.087,0.007,0.219,0.121,0.864,352,122,34.7%,365,104,28.5%,,,,
28Q040,28,P.S. 040 Samuel Huntington,false,Q040,false,375,375,0,0,0.184,0.467,0.293,0.011,0.045,0.2,0.125,0.877,178,65,36.5%,181,76,42.0%,,,,
28Q048,28,P.S. 048 William Wordsworth,false,Q276,false,544,544,0,0,0.217,0.498,0.224,0.05,0.011,0.204,0.085,0.886,257,124,48.2%,265,128,48.3%,,,,
28Q072,28,Catherine & Count Basie Middle School 72,false,Q072,false,272,0,272,0,0.07,0.676,0.147,0.074,0.033,0.294,0.085,0.783,295,75,25.4%,302,40,13.2%,,,,
28Q167,28,Metropolitan Expeditionary Learning School,false,Q686,false,824,0,378,446,0.195,0.158,0.404,0.08,0.163,0.198,0.025,0.676,357,158,44.3%,215,91,42.3%,108,95.4%,100,98.0%
28Q182,28,P.S. 182 Samantha Smith,false,Q277,false,679,679,0,0,0.275,0.109,0.571,0.027,0.018,0.187,0.376,0.951,357,134,37.5%,368,117,31.8%,,,,
28Q284,28,York Early College Academy,false,Q008,false,639,0,275,364,0.258,0.502,0.102,0.13,0.008,0.122,0.005,0.743,272,169,62.1%,179,100,55.9%,88,96.6%,81,100.0%
28Q287,28,The Emerson School,false,Q008,false,359,0,359,0,0.251,0.409,0.259,0.064,0.017,0.217,0.142,0.836,331,109,32.9%,317,77,24.3%,,,,
28Q310,28,Queens Collegiate: A College Board School,false,Q470,false,672,0,271,401,0.281,0.415,0.19,0.097,0.016,0.147,0.088,0.874,234,111,47.4%,240,110,45.8%,108,82.4%,100,94.0%
28Q312,28,Jamaica Children's School,false,Q040,false,237,237,0,0,0.051,0.62,0.245,0.055,0.03,0.312,0.101,0.873,64,32,50.0%,67,23,34.3%,,,,
28Q325,28,Hillside Arts & Letters Academy,false,Q470,false,452,0,0,452,0.192,0.412,0.305,0.069,0.022,0.186,0.124,0.706,,,,,,,111,91.0%,100,88.0%
28Q328,28,High School for Community Leadership,false,Q470,false,456,0,0,456,0.235,0.327,0.3,0.086,0.053,0.16,0.134,0.706,,,,,,,116,93.1%,96,90.6%
28Q332,28,Redwood Middle School,false,Q072,false,273,0,273,0,0.121,0.707,0.084,0.066,0.022,0.223,0.04,0.623,287,62,21.6%,259,35,13.5%,,,,
28Q338,28,Queens Satellite High School for Opportunity,false,Q595,true,214,0,0,214,0.136,0.467,0.318,0.037,0.042,0.103,0.056,0.841,,,,,,,91,18.7%,86,31.4%
28Q349,28,The Queens School for Leadership and Excellence,false,Q314,false,520,520,0,0,0.431,0.156,0.371,0.025,0.017,0.135,0.194,0.862,87,44,50.6%,91,51,56.0%,,,,
28Q350,28,Jamaica Gateway to the Sciences,false,Q470,false,483,0,0,483,0.342,0.348,0.174,0.104,0.033,0.141,0.091,0.72,,,,,,,126,91.3%,143,88.1%
28Q358,28,M.S. 358,false,Q314,false,362,0,362,0,0.265,0.24,0.434,0.047,0.014,0.202,0.155,0.865,348,136,39.1%,220,92,41.8%,,,,
28Q680,28,Queens Gateway to Health Sciences Secondary School,false,Q695,false,694,0,273,421,0.523,0.232,0.094,0.107,0.045,0.13,0.009,0.584,263,237,90.1%,175,155,88.6%,96,95.8%,109,98.2%
28Q686,28,Queens Metropolitan High School,false,Q686,false,1144,0,0,1144,0.098,0.039,0.441,0.01,0.411,0.185,0.041,0.571,,,,,,,255,90.6%,232,88.8%
28Q690,28,High School for Law Enforcement and Public Safety,false,Q690,false,395,0,0,395,0.152,0.532,0.261,0.041,0.015,0.218,0.066,0.78,,,,,,,109,81.7%,109,88.1%
29Q035,29,P.S. 035 Nathaniel Woodhull,false,Q035,false,691,691,0,0,0.308,0.314,0.252,0.096,0.03,0.149,0.155,0.808,291,113,38.8%,295,129,43.7%,,,,
29Q037,29,Cynthia Jenkins School,false,Q037,false,353,353,0,0,0.034,0.85,0.099,0.017,0,0.207,0.045,0.819,224,59,26.3%,223,64,28.7%,,,,
29Q059,29,I.S. 059 Springfield Gardens,false,Q059,false,577,0,577,0,0.014,0.899,0.061,0.021,0.005,0.191,0.04,0.681,563,216,38.4%,560,165,29.5%,,,,
29Q131,29,P.S. 131 Abigail Adams,true,"Q035, Q131",false,703,703,0,0,0.762,0.04,0.115,0.023,0.06,0.141,0.139,0.906,409,287,70.2%,422,282,66.8%,,,,
29Q134,29,P.S. 134 Hollis,false,Q134,false,322,322,0,0,0.106,0.674,0.186,0.028,0.006,0.152,0.14,0.807,146,65,44.5%,151,38,25.2%,,,,
29Q138,29,P.S./M.S. 138 Sunrise,false,Q138,false,623,337,286,0,0.05,0.754,0.127,0.037,0.032,0.173,0.069,0.758,469,154,32.8%,480,81,16.9%,,,,
29Q147,29,P.S./M.S. 147 Ronald McNair,false,Q147,false,559,325,234,0,0.018,0.844,0.102,0.021,0.014,0.211,0.064,0.658,384,119,31.0%,379,74,19.5%,,,,
29Q156,29,P.S. 156 Laurelton,false,Q156,false,197,197,0,0,0.025,0.853,0.081,0.025,0.015,0.137,0.086,0.64,120,36,30.0%,120,25,20.8%,,,,
29Q192,29,I.S. 192 The Linden,false,Q192,false,469,0,469,0,0.051,0.768,0.119,0.058,0.004,0.239,0.07,0.729,474,158,33.3%,486,61,12.6%,,,,
29Q208,29,P.S./I.S. 208,false,Q208,false,742,435,307,0,0.081,0.72,0.137,0.049,0.013,0.197,0.018,0.411,484,294,60.7%,478,268,56.1%,,,,
29Q243,29,Institute for Health Professions at Cambria Heights,false,Q490,false,449,0,0,449,0.082,0.699,0.163,0.04,0.016,0.107,0.102,0.784,,,,,,,100,89.0%,78,96.2%
29Q248,29,Queens Preparatory Academy,false,Q420,false,277,0,0,277,0.025,0.834,0.083,0.047,0.011,0.155,0.105,0.798,,,,,,,98,79.6%,108,83.3%
29Q259,29,Pathways College Preparatory School: A College Board School,false,Q192,false,585,0,246,339,0.08,0.822,0.051,0.034,0.012,0.164,0.024,0.74,229,88,38.4%,183,53,29.0%,75,84.0%,87,82.8%
29Q265,29,Excelsior Preparatory High School,false,Q420,false,422,0,0,422,0.028,0.832,0.071,0.05,0.019,0.178,0.057,0.751,,,,,,,124,83.9%,120,85.8%
29Q268,29,P.S./I.S. 268,false,Q268,false,645,441,204,0,0.256,0.245,0.371,0.104,0.025,0.166,0.178,0.749,396,186,47.0%,397,163,41.1%,,,,
29Q270,29,The Gordon Parks School,false,Q270,false,758,405,353,0,0.004,0.942,0.034,0.017,0.003,0.17,0.004,0.867,537,269,50.1%,518,208,40.2%,,,,
29Q272,29,George Washington Carver High School for the Sciences,false,Q420,false,390,0,0,390,0.038,0.697,0.172,0.077,0.015,0.172,0.023,0.695,,,,,,,100,71.0%,133,86.5%
29Q283,29,Preparatory Academy for Writers: A College Board School,false,Q420,false,557,0,210,347,0.029,0.862,0.084,0.014,0.011,0.158,0.041,0.716,189,100,52.9%,76,25,32.9%,97,88.7%,87,96.6%
29Q289,29,Queens United Middle School,false,Q156,false,178,0,178,0,0.028,0.86,0.079,0.028,0.006,0.236,0.051,0.708,160,36,22.5%,159,8,5.0%,,,,
29Q295,29,P.S./I.S. 295,false,Q263,false,524,337,187,0,0.288,0.263,0.359,0.069,0.021,0.176,0.082,0.765,268,160,59.7%,255,121,47.5%,,,,
29Q313,29,Benjamin Franklin High School for Finance & Information Technology,false,Q490,false,413,0,0,413,0.165,0.569,0.177,0.068,0.022,0.172,0.116,0.838,,,,,,,90,85.6%,s,s
29Q355,29,Collaborative Arts Middle School,false,Q231,false,338,0,338,0,0.012,0.834,0.124,0.024,0.006,0.216,0.053,0.808,305,105,34.4%,304,65,21.4%,,,,
29Q356,29,Community Voices Middle School,false,Q231,false,340,0,340,0,0.021,0.829,0.115,0.024,0.012,0.262,0.071,0.785,341,96,28.2%,339,57,16.8%,,,,
29Q492,29,"Mathematics, Science Research and Technology Magnet High School",false,Q490,false,401,0,0,401,0.157,0.678,0.117,0.025,0.022,0.105,0.172,0.825,,,,,,,111,73.9%,91,81.3%
29Q498,29,Humanities & Arts Magnet High School,false,Q490,false,372,0,0,372,0.04,0.753,0.132,0.054,0.022,0.167,0.102,0.817,,,,,,,121,84.3%,115,77.4%
30Q017,30,P.S. 017 Henry David Thoreau,false,Q017,false,591,591,0,0,0.134,0.093,0.523,0.051,0.2,0.2,0.24,0.716,241,76,31.5%,243,95,39.1%,,,,
30Q076,30,P.S. 076 William Hallet,false,Q076,false,421,421,0,0,0.081,0.29,0.501,0.017,0.112,0.323,0.143,0.808,191,50,26.2%,192,53,27.6%,,,,
30Q078,30,P.S./I.S. 78Q,true,"Q312, Q868",false,748,580,168,0,0.243,0.036,0.249,0.064,0.408,0.128,0.057,0.178,370,260,70.3%,377,269,71.4%,,,,
30Q111,30,P.S. 111 Jacob Blackwell,false,Q111,false,328,244,84,0,0.046,0.512,0.409,0.012,0.021,0.274,0.119,0.951,160,28,17.5%,160,19,11.9%,,,,
30Q126,30,Albert Shanker School for Visual and Performing Arts,false,Q126,false,625,0,625,0,0.31,0.139,0.44,0.014,0.096,0.15,0.072,0.819,665,321,48.3%,662,261,39.4%,,,,
30Q204,30,I.S. 204 Oliver W. Holmes,false,Q204,false,445,0,445,0,0.164,0.193,0.553,0.011,0.079,0.274,0.148,0.888,431,165,38.3%,430,133,30.9%,,,,
30Q234,30,P.S. 234,false,Q234,false,455,455,0,0,0.198,0.086,0.385,0.024,0.308,0.182,0.138,0.771,224,168,75.0%,232,167,72.0%,,,,
30Q235,30,Academy for New Americans,false,Q234,false,85,0,85,0,0.071,0.012,0.824,0,0.094,0,1,0.882,64,3,4.7%,133,14,10.5%,,,,
30Q258,30,Energy Tech High School,false,Q204,false,512,0,0,512,0.211,0.074,0.563,0.037,0.115,0.176,0.047,0.721,,,,,,,109,89.0%,101,97.0%
30Q291,30,Hunters Point Community Middle School,false,Q404,false,420,0,420,0,0.129,0.098,0.531,0.036,0.207,0.245,0.036,0.564,396,243,61.4%,256,137,53.5%,,,,
30Q300,30,The 30th Avenue School (G&T Citywide),true,"Q017, Q126",false,544,359,185,0,0.474,0.044,0.092,0.083,0.307,0.051,0.028,0.254,327,316,96.6%,268,261,97.4%,,,,
30Q301,30,Academy for Careers in Television and Film,false,Q404,false,548,0,0,548,0.08,0.119,0.558,0.06,0.182,0.223,0.036,0.646,,,,,,,139,97.8%,121,99.2%
30Q384,30,P.S. 384,false,Q972,false,105,105,0,0,0.295,0.076,0.124,0.057,0.448,0.105,0.2,0.219,,,,,,,,,,
30Q450,30,Long Island City High School,false,Q452,false,2204,0,0,2204,0.142,0.089,0.685,0.02,0.064,0.171,0.105,0.827,,,,,,,549,76.9%,387,73.6%
30Q501,30,Frank Sinatra School of the Arts High School,false,Q570,false,851,0,0,851,0.114,0.121,0.309,0.096,0.36,0.184,0.006,0.338,,,,,,,185,94.1%,235,97.4%
30Q502,30,Information Technology High School,false,Q725,false,976,0,0,976,0.183,0.111,0.631,0.008,0.067,0.197,0.068,0.778,,,,,,,231,76.2%,196,88.3%
30Q555,30,Newcomers High School,false,Q450,false,792,0,0,792,0.242,0.01,0.679,0.019,0.049,0.014,0.742,0.9,,,,,,,288,68.4%,269,82.5%
30Q575,30,Academy of American Studies,false,Q450,false,1025,0,0,1025,0.226,0.04,0.358,0,0.376,0.078,0.016,0.619,,,,,,,216,96.8%,252,96.0%
31R002,31,I.S. R002 George L. Egbert,false,R002,false,1056,0,1056,0,0.173,0.097,0.305,0.012,0.413,0.215,0.082,0.735,994,470,47.3%,973,334,34.3%,,,,
31R006,31,P.S. 6 Corporal Allan F. Kivlehan School,false,R006,false,533,533,0,0,0.021,0.008,0.203,0.013,0.756,0.355,0.028,0.388,253,152,60.1%,254,161,63.4%,,,,
31R007,31,I.S. 007 Elias Bernstein,false,R007,false,1184,0,1184,0,0.087,0.009,0.124,0.014,0.766,0.197,0.02,0.396,1118,790,70.7%,1110,663,59.7%,,,,
31R010,31,Fort Hill Collaborative Elementary School,false,R016,false,192,192,0,0,0.063,0.214,0.594,0.042,0.089,0.443,0.224,0.953,74,21,28.4%,73,21,28.8%,,,,
31R016,31,P.S. 016 John J. Driscoll,false,R016,false,445,445,0,0,0.07,0.285,0.56,0.025,0.061,0.279,0.276,0.982,232,53,22.8%,236,55,23.3%,,,,
31R024,31,I.S. 024 Myra S. Barnes,false,R024,false,1364,0,1364,0,0.084,0.018,0.174,0.017,0.707,0.249,0.012,0.46,1269,813,64.1%,1125,537,47.7%,,,,
31R028,31,The Eagle Academy for Young Men of Staten Island,true,"R049, R082",false,306,0,233,73,0.046,0.503,0.376,0.016,0.059,0.405,0.049,0.82,207,62,30.0%,207,46,22.2%,,,,
31R036,31,P.S. 036 J. C. Drumgoole,false,R036,false,884,884,0,0,0.086,0.003,0.166,0.017,0.727,0.209,0.032,0.369,363,203,55.9%,364,231,63.5%,,,,
31R047,31,CSI High School for International Studies,false,R043,false,487,0,0,487,0.175,0.074,0.203,0.029,0.52,0.16,0.002,0.503,,,,,,,105,100.0%,126,100.0%
31R048,31,P.S. 048 William G. Wilcox,false,R071,false,1000,678,322,0,0.231,0.044,0.174,0.021,0.53,0.193,0.066,0.421,646,426,65.9%,556,373,67.1%,,,,
31R049,31,I.S. 49 Berta A. Dreyfus,false,R049,false,551,0,551,0,0.093,0.359,0.474,0.016,0.058,0.358,0.138,0.929,510,140,27.5%,313,36,11.5%,,,,
31R058,31,Space Shuttle Columbia School,false,R058,false,688,688,0,0,0.202,0.038,0.273,0.025,0.462,0.247,0.097,0.548,316,184,58.2%,317,174,54.9%,,,,
31R061,31,I.S. 061 William A Morris,false,R061,false,976,0,976,0,0.031,0.332,0.488,0.018,0.131,0.301,0.109,0.805,912,312,34.2%,896,198,22.1%,,,,
31R063,31,Marsh Avenue School for Expeditionary Learning,false,R043,false,453,0,453,0,0.124,0.075,0.32,0.031,0.45,0.23,0.013,0.494,445,293,65.8%,410,225,54.9%,,,,
31R064,31,Gaynor McCown Expeditionary Learning School,false,R043,false,420,0,0,420,0.021,0.09,0.243,0.081,0.564,0.3,0.014,0.483,,,,,,,89,93.3%,104,98.1%
31R066,31,The Richmond Pre-K Center,true,"R066, R068, R077, R094, R113, R091, R093, R090",false,625,625,0,0,0.174,0.13,0.325,0.038,0.333,0.216,0,0.363,,,,,,,,,,
31R068,31,Port Richmond School for Visionary Learning,false,R066,false,291,291,0,0,0.065,0.241,0.509,0.045,0.141,0.237,0.048,0.756,,,,,,,,,,
31R075,31,I.S. 075 Frank D. Paulo,false,R075,false,1448,0,1448,0,0.108,0.017,0.14,0.021,0.713,0.224,0.01,0.376,1379,887,64.3%,1351,853,63.1%,,,,
31R080,31,The Michael J. Petrides School,false,R880,false,1338,584,284,470,0.092,0.209,0.281,0.021,0.398,0.294,0.012,0.467,576,345,59.9%,482,246,51.0%,109,94.5%,116,97.4%
31R440,31,New Dorp High School,false,R435,false,3106,0,0,3106,0.108,0.089,0.272,0.021,0.51,0.232,0.048,0.612,,,,,,,704,84.4%,676,83.6%
31R445,31,Port Richmond High School,false,R445,false,1564,0,0,1564,0.082,0.228,0.46,0.024,0.206,0.296,0.102,0.777,,,,,,,363,72.2%,395,74.4%
31R455,31,Tottenville High School,false,R455,false,3694,0,0,3694,0.062,0.015,0.117,0.012,0.793,0.211,0.019,0.351,,,,,,,929,92.1%,1021,91.7%
31R861,31,Staten Island School of Civic Leadership,false,R861,false,873,603,270,0,0.15,0.204,0.405,0.049,0.191,0.25,0.048,0.737,580,331,57.1%,581,305,52.5%,,,,
32K168,32,The Brooklyn School for Math and Research,false,K480,false,304,0,0,304,0.036,0.47,0.438,0.033,0.023,0.204,0.105,0.914,,,,,,,65,87.7%,64,95.3%
32K291,32,J.H.S. 291 Roland Hayes,false,K291,false,331,0,331,0,0.015,0.127,0.84,0.006,0.012,0.236,0.344,0.9,242,41,16.9%,278,45,16.2%,,,,
32K347,32,I.S. 347 School of Humanities,false,K111,false,292,0,292,0,0,0.045,0.945,0,0.01,0.223,0.271,0.935,290,58,20.0%,298,37,12.4%,,,,
32K349,32,"I.S. 349 Math, Science & Tech.",false,K111,false,298,0,298,0,0.013,0.107,0.856,0.007,0.017,0.218,0.178,0.943,306,101,33.0%,308,93,30.2%,,,,
32K377,32,P.S. 377 Alejandrina B. De Gautier,false,K377,false,142,142,0,0,0,0.239,0.754,0,0.007,0.169,0.134,0.817,69,20,29.0%,71,11,15.5%,,,,
32K383,32,J.H.S. 383 Philippa Schuyler,false,K383,false,887,22,865,0,0.045,0.304,0.622,0.011,0.017,0.177,0.039,0.837,821,500,60.9%,817,392,48.0%,,,,
32K384,32,P.S. /I.S. 384 Frances E. Carter,false,K384,false,445,281,164,0,0.007,0.144,0.836,0.002,0.011,0.265,0.209,0.858,290,78,26.9%,300,63,21.0%,,,,
32K403,32,Academy for Excellence in Leadership,false,K480,false,289,0,0,289,0.021,0.131,0.82,0.003,0.024,0.166,0.516,0.924,,,,,,,67,71.6%,92,77.2%
32K549,32,The Brooklyn School for Social Justice,false,K480,false,333,0,0,333,0.015,0.159,0.784,0.009,0.033,0.207,0.399,0.808,,,,,,,103,72.8%,106,78.3%
32K552,32,The Academy of Urban Planning and Engineering,false,K480,false,287,0,0,287,0.017,0.206,0.753,0.003,0.021,0.24,0.268,0.885,,,,,,,53,81.1%,51,82.4%
32K562,32,Evergreen Middle School for Urban Exploration,false,K296,false,380,0,380,0,0.003,0.187,0.782,0,0.029,0.234,0.174,0.924,323,96,29.7%,332,66,19.9%,,,,
32K564,32,Bushwick Community High School,false,K291,true,214,0,0,214,0,0.229,0.766,0,0.005,0.322,0.065,0.874,,,,,,,86,24.4%,112,47.3%
75K036,75,P.S. 36,true,"K192, K213, K224, K470, K857",false,388,263,71,54,0.067,0.624,0.268,0.013,0.028,0.99,0.085,0.91,58,3,5.2%,56,6,10.7%,,,,
75K053,75,P.S. K053,true,"K088, K104, K296, K384, K410, K422, K437, K535, KBXG",false,450,171,122,157,0.109,0.36,0.389,0.056,0.087,1,0.282,0.918,15,1,6.7%,14,2,14.3%,,,,
75K077,75,P.S. K077,true,"K164, K178, K555, K902, K917, K660",false,313,133,57,123,0.179,0.377,0.236,0,0.208,1,0.275,0.837,s,s,s,s,s,s,,,,
75K140,75,P.S. K140,true,"K005, K021, K026, K258, K304",false,361,248,113,0,0.028,0.64,0.277,0.028,0.028,1,0.083,0.931,134,8,6.0%,128,7,5.5%,,,,
75K141,75,P.S. K141,true,"K002, K035, K054, K071, K380",false,386,258,110,18,0.06,0.417,0.311,0.013,0.199,0.995,0.199,0.883,,,,,,,,,,
75K231,75,P.S. K231,true,"K180, K215, K238, K264, K331",false,322,229,93,0,0.214,0.193,0.227,0.016,0.351,0.997,0.332,0.835,37,2,5.4%,33,3,9.1%,,,,
75K368,75,P.S. 368,true,"K033, K120, K293, KBBY",false,274,100,103,71,0.036,0.54,0.343,0.007,0.073,0.942,0.109,0.931,91,0,0.0%,87,1,1.1%,,,,
75K369,75,P.S. K369 - Coy L. Cox School,true,"K056, K067, K117, K261, K265, K313, K317, K369, K580",false,518,207,186,125,0.071,0.502,0.317,0.015,0.095,0.998,0.164,0.871,141,9,6.4%,134,6,4.5%,,,,
75K370,75,P.S. 370,true,"K100, K237, K370, K445, K620, K807",false,250,85,73,92,0.136,0.34,0.216,0.012,0.296,1,0.304,0.856,31,5,16.1%,29,2,6.9%,,,,
75K371,75,P.S. 371 - Lillian L. Rashkis,true,"K371, K485, K564",false,250,0,0,250,0.04,0.584,0.26,0.004,0.112,0.98,0.144,0.912,,,,,,,,,,
75K372,75,P.S. 372 -The Children's School,false,K113,false,195,180,15,0,0.077,0.185,0.267,0.062,0.41,0.995,0.062,0.415,41,12,29.3%,43,14,32.6%,,,,
75K373,75,P.S. 373 - Brooklyn Transition Center,true,"K148, K458, K555, K804, K877, KBCA",false,477,0,0,477,0.034,0.526,0.373,0.017,0.05,0.996,0.252,0.908,,,,,,,,,,
75K396,75,P.S. K396,true,"K167, K181, K263, K289, K327",false,473,346,127,0,0.066,0.495,0.184,0.161,0.095,0.996,0.222,0.89,s,s,s,s,s,s,,,,
75K771,75,P.S. K771,true,"K014, K066, K225, K236, K303, K329, K721",false,467,283,161,23,0.201,0.306,0.227,0.021,0.244,0.998,0.227,0.831,47,5,10.6%,45,2,4.4%,,,,
75K811,75,P.S. K811 Connie Lekas School,true,"K014, K281, K286, K525",false,339,0,29,310,0.094,0.484,0.263,0.029,0.13,0.997,0.304,0.923,s,s,s,s,s,s,,,,
75M035,75,P.S. 035,true,"M058, M912",false,309,10,12,287,0.032,0.424,0.424,0.01,0.11,0.887,0.074,0.851,12,3,25.0%,s,s,s,,,,
75M079,75,P.S. M079 - Horan School,false,M079,false,277,1,21,255,0.018,0.325,0.621,0.011,0.025,0.993,0.361,0.949,,,,,,,,,,
75M094,75,P.S. M094,true,"M015, M061, M188, M276, M281, M338, M340, M971",false,419,252,116,51,0.072,0.32,0.453,0.014,0.141,0.998,0.186,0.842,26,0,0.0%,26,0,0.0%,,,,
75M138,75,P.S. 138,true,"M030, M033, M090, M114, M117, M189, M380, M535",false,636,347,138,151,0.033,0.289,0.599,0.006,0.072,1,0.283,0.896,38,1,2.6%,39,4,10.3%,,,,
75M169,75,P.S. M169 - Robert F. Kennedy,true,"M102, M146, M169, M435, M488",false,356,285,60,11,0.014,0.478,0.452,0.011,0.045,0.986,0.124,0.919,94,1,1.1%,85,4,4.7%,,,,
75M226,75,P.S. M226,true,"M076, M208, M475, M477, M480, M660, M824, M875, MAMX",false,290,133,53,104,0.041,0.334,0.493,0.055,0.076,0.997,0.166,0.838,s,s,s,s,s,s,,,,
75M721,75,P.S. M721 - Manhattan Occupational Training Center,true,"M047, M615, M641, M844, M883",false,192,0,21,171,0.068,0.328,0.495,0,0.109,1,0.385,0.922,,,,,,,,,,
75M751,75,Manhattan School for Career Development,true,"M323, M440, M600, M751, M807",false,232,0,61,171,0.047,0.284,0.565,0.022,0.082,0.987,0.241,0.909,17,0,0.0%,16,0,0.0%,,,,
75M811,75,P.S. M811 - Mickey Mantle School,true,"M101, M149, M163, M200, M841, M155",false,392,243,149,0,0.023,0.418,0.508,0.018,0.033,0.997,0.145,0.911,131,6,4.6%,128,9,7.0%,,,,
75Q004,75,P.S. Q004,true,"Q138, Q161, Q179, Q213, Q270, Q667",false,457,392,65,0,0.274,0.284,0.274,0.039,0.129,1,0.149,0.751,54,4,7.4%,57,7,12.3%,,,,
75Q009,75,P.S. 009,true,"Q005, Q009, Q058, Q209, Q268, Q277, Q882",false,630,435,191,4,0.162,0.303,0.4,0.022,0.113,0.997,0.302,0.83,179,6,3.4%,178,10,5.6%,,,,
75Q224,75,P.S. Q224,true,"Q026, Q186, Q205, Q266, Q809",false,419,343,76,0,0.305,0.162,0.348,0.081,0.103,1,0.239,0.706,63,7,11.1%,57,9,15.8%,,,,
75Q233,75,P.S. Q233,true,"Q025, Q042, Q134, Q226, Q335, Q650, Q686, Q835, Q875",false,570,185,92,293,0.151,0.286,0.314,0.104,0.146,1,0.244,0.832,s,s,s,s,s,s,,,,
75Q255,75,P.S. Q255,true,"Q007, Q154, Q168, Q247, Q260, Q397, Q515, Q885",false,421,317,89,15,0.214,0.114,0.382,0.043,0.247,0.998,0.413,0.812,11,1,9.1%,11,3,27.3%,,,,
75Q256,75,P.S. Q256,true,"Q043, Q114, Q198, Q253, Q410, Q816, QBHF",false,549,212,104,233,0.071,0.439,0.368,0.018,0.104,0.827,0.171,0.743,60,3,5.0%,57,5,8.8%,,,,
75Q277,75,The Riverview School,true,"Q076, Q290, Q311, Q312, Q314, Q315, Q404, Q485, Q777, Q204",false,588,357,104,127,0.238,0.155,0.447,0.019,0.141,0.998,0.393,0.796,13,2,15.4%,11,3,27.3%,,,,
75Q721,75,John F. Kennedy Jr. School,true,"Q585, Q722, Q725, QBFD",false,474,0,0,474,0.158,0.198,0.454,0.032,0.158,0.998,0.435,0.873,,,,,,,,,,
75Q752,75,Queens Transition Center,true,"Q142, Q620, Q690, Q695, Q744, Q400",false,393,0,0,393,0.122,0.458,0.333,0.023,0.064,0.99,0.247,0.863,,,,,,,,,,
75Q811,75,P.S. Q811,true,"Q037, Q147, Q227, Q405, Q430, Q566, Q811, Q822",false,426,160,48,218,0.207,0.308,0.3,0.052,0.134,1,0.27,0.831,s,s,s,s,s,s,,,,
75Q993,75,P.S. Q993,true,"Q041, Q072, Q130, Q191, Q208, Q415, Q452, Q499, Q570",false,599,280,145,174,0.185,0.195,0.354,0.015,0.25,1,0.402,0.813,17,2,11.8%,18,4,22.2%,,,,
75R025,75,South Richmond High School I.S./P.S. 25,true,"R007, R025, R034, R061, R075, R435, R445, R450, R455, R826, RADL, RADM",false,578,117,184,277,0.024,0.369,0.325,0.022,0.26,0.983,0.052,0.849,186,12,6.5%,186,6,3.2%,,,,
